station_id,station_name,date,latitude,longitude,water_temp_c,ph,dissolved_oxygen_mg_l,total_nitrogen_mg_l,total_phosphorus_mg_l,chlorophyll_a_ug_l,secchi_depth_m
WQ001,Lake Winnipeg North,2019-07-23,52.1234,-96.8765,22.6,8.1,5.4,1.43,0.098,26.5,1.0
WQ002,Lake Winnipeg South,2019-07-23,50.5432,-96.5432,24.9,8.0,4.0,1.46,0.088,15.6,2.2
WQ003,Red River - Selkirk,2019-07-23,50.1432,-96.8621,21.1,8.4,6.9,1.53,0.104,22.4,0.7
WQ004,Red River - Winnipeg,2019-07-23,49.8951,-97.1384,23.8,8.1,10.0,1.44,0.105,16.2,1.2
WQ005,Assiniboine River,2019-07-23,49.884,-97.21,22.2,7.7,5.2,1.27,0.088,21.0,2.4
WQ006,Lake Manitoba,2019-07-23,50.85,-98.79,21.2,8.3,6.8,1.24,0.095,9.7,1.6
WQ007,Shoal Lake,2019-07-23,49.67,-95.35,20.7,7.8,4.2,1.17,0.052,24.4,1.3
WQ008,Netley Marsh,2019-07-23,50.32,-96.81,18.6,7.9,8.1,1.12,0.084,18.2,1.4
WQ001,Lake Winnipeg North,2019-07-30,52.1234,-96.8765,18.6,8.1,6.2,2.19,0.086,17.7,2.3
WQ002,Lake Winnipeg South,2019-07-30,50.5432,-96.5432,21.7,8.2,5.7,1.77,0.077,21.9,2.4
WQ003,Red River - Selkirk,2019-07-30,50.1432,-96.8621,21.4,8.1,7.9,1.5,0.068,20.9,0.7
WQ004,Red River - Winnipeg,2019-07-30,49.8951,-97.1384,20.5,7.9,8.8,1.78,0.142,19.7,0.8
WQ005,Assiniboine River,2019-07-30,49.884,-97.21,20.1,8.6,4.7,1.2,0.079,28.7,0.7
WQ006,Lake Manitoba,2019-07-30,50.85,-98.79,24.2,8.5,6.7,1.44,0.059,19.6,1.3
WQ007,Shoal Lake,2019-07-30,49.67,-95.35,16.8,8.2,7.5,0.79,0.062,16.3,1.1
WQ008,Netley Marsh,2019-07-30,50.32,-96.81,21.4,7.8,5.5,1.39,0.08,19.5,1.3
WQ001,Lake Winnipeg North,2019-08-06,52.1234,-96.8765,22.9,8.1,8.3,1.33,0.108,26.2,0.3
WQ002,Lake Winnipeg South,2019-08-06,50.5432,-96.5432,23.8,8.6,5.5,1.29,0.083,22.2,1.9
WQ003,Red River - Selkirk,2019-08-06,50.1432,-96.8621,20.7,8.5,5.7,1.26,0.11,29.8,1.1
WQ004,Red River - Winnipeg,2019-08-06,49.8951,-97.1384,23.6,8.2,4.6,1.01,0.066,17.5,1.2
WQ005,Assiniboine River,2019-08-06,49.884,-97.21,22.1,8.5,7.6,2.1,0.085,23.9,1.8
WQ006,Lake Manitoba,2019-08-06,50.85,-98.79,25.0,8.0,8.3,1.79,0.076,19.6,1.9
WQ007,Shoal Lake,2019-08-06,49.67,-95.35,21.1,7.8,9.7,1.23,0.125,17.5,1.3
WQ008,Netley Marsh,2019-08-06,50.32,-96.81,23.6,8.0,5.7,1.08,0.095,16.7,1.6
WQ001,Lake Winnipeg North,2019-08-13,52.1234,-96.8765,17.5,7.9,6.7,1.15,0.07,15.6,1.6
WQ002,Lake Winnipeg South,2019-08-13,50.5432,-96.5432,25.0,7.7,6.6,1.59,0.097,19.5,1.1
WQ003,Red River - Selkirk,2019-08-13,50.1432,-96.8621,22.0,8.1,3.7,1.09,0.051,26.5,2.2
WQ004,Red River - Winnipeg,2019-08-13,49.8951,-97.1384,20.4,8.3,10.7,1.11,0.116,21.8,1.3
WQ005,Assiniboine River,2019-08-13,49.884,-97.21,19.8,7.9,6.4,0.61,0.101,18.4,1.9
WQ006,Lake Manitoba,2019-08-13,50.85,-98.79,21.2,9.0,4.5,1.02,0.104,31.8,0.7
WQ007,Shoal Lake,2019-08-13,49.67,-95.35,25.7,7.8,8.9,1.32,0.135,28.9,1.0
WQ008,Netley Marsh,2019-08-13,50.32,-96.81,27.9,7.8,6.5,1.84,0.075,16.8,1.6
WQ001,Lake Winnipeg North,2019-08-20,52.1234,-96.8765,22.9,8.2,5.9,1.36,0.103,27.5,1.8
WQ002,Lake Winnipeg South,2019-08-20,50.5432,-96.5432,19.5,8.1,6.1,1.7,0.056,22.8,0.6
WQ003,Red River - Selkirk,2019-08-20,50.1432,-96.8621,24.5,8.3,7.3,1.45,0.083,23.4,1.5
WQ004,Red River - Winnipeg,2019-08-20,49.8951,-97.1384,23.5,8.1,3.3,1.15,0.12,27.3,1.6
WQ005,Assiniboine River,2019-08-20,49.884,-97.21,21.7,8.0,7.9,1.47,0.07,23.3,2.5
WQ006,Lake Manitoba,2019-08-20,50.85,-98.79,20.1,8.0,7.7,1.52,0.082,17.4,1.1
WQ007,Shoal Lake,2019-08-20,49.67,-95.35,22.8,8.2,7.0,0.89,0.068,23.2,0.5
WQ008,Netley Marsh,2019-08-20,50.32,-96.81,22.5,8.0,6.1,1.31,0.124,21.4,1.3
WQ001,Lake Winnipeg North,2019-08-27,52.1234,-96.8765,19.1,8.3,8.7,1.48,0.113,22.4,0.5
WQ002,Lake Winnipeg South,2019-08-27,50.5432,-96.5432,21.9,8.3,8.1,1.15,0.089,21.8,2.5
WQ003,Red River - Selkirk,2019-08-27,50.1432,-96.8621,24.0,8.3,7.6,0.99,0.068,19.5,2.3
WQ004,Red River - Winnipeg,2019-08-27,49.8951,-97.1384,22.8,8.3,4.7,0.86,0.112,19.8,0.4
WQ005,Assiniboine River,2019-08-27,49.884,-97.21,23.8,8.2,11.4,1.68,0.097,19.2,1.7
WQ006,Lake Manitoba,2019-08-27,50.85,-98.79,21.8,7.7,8.4,1.38,0.035,16.8,0.8
WQ007,Shoal Lake,2019-08-27,49.67,-95.35,24.0,8.1,9.2,0.82,0.068,25.3,1.0
WQ008,Netley Marsh,2019-08-27,50.32,-96.81,19.9,7.9,5.9,1.46,0.112,12.1,1.3
WQ001,Lake Winnipeg North,2019-09-03,52.1234,-96.8765,13.0,8.1,9.7,1.09,0.058,6.9,0.5
WQ002,Lake Winnipeg South,2019-09-03,50.5432,-96.5432,12.3,8.1,9.9,0.94,0.116,12.1,1.6
WQ003,Red River - Selkirk,2019-09-03,50.1432,-96.8621,13.8,7.8,8.8,0.43,0.084,12.8,2.2
WQ004,Red River - Winnipeg,2019-09-03,49.8951,-97.1384,13.3,7.7,7.2,1.52,0.08,9.5,2.3
WQ005,Assiniboine River,2019-09-03,49.884,-97.21,13.8,8.7,10.2,1.17,0.061,21.4,1.9
WQ006,Lake Manitoba,2019-09-03,50.85,-98.79,11.3,7.7,7.2,0.94,0.085,17.1,2.9
WQ007,Shoal Lake,2019-09-03,49.67,-95.35,13.3,8.3,11.9,1.32,0.102,4.9,1.4
WQ008,Netley Marsh,2019-09-03,50.32,-96.81,11.5,7.3,8.6,1.47,0.059,13.5,1.3
WQ001,Lake Winnipeg North,2019-09-10,52.1234,-96.8765,12.0,8.2,6.7,1.4,0.032,14.1,1.6
WQ002,Lake Winnipeg South,2019-09-10,50.5432,-96.5432,16.0,8.3,5.4,0.32,0.05,10.0,1.8
WQ003,Red River - Selkirk,2019-09-10,50.1432,-96.8621,13.1,8.3,6.5,0.51,0.075,10.7,1.9
WQ004,Red River - Winnipeg,2019-09-10,49.8951,-97.1384,11.7,8.0,10.7,0.56,0.045,15.7,3.3
WQ005,Assiniboine River,2019-09-10,49.884,-97.21,12.6,7.7,5.5,1.13,0.045,23.4,3.9
WQ006,Lake Manitoba,2019-09-10,50.85,-98.79,13.5,8.2,8.3,1.39,0.07,12.8,3.1
WQ007,Shoal Lake,2019-09-10,49.67,-95.35,14.3,8.7,6.0,0.88,0.052,16.7,1.6
WQ008,Netley Marsh,2019-09-10,50.32,-96.81,14.2,7.7,8.4,1.74,0.103,3.1,2.3
WQ001,Lake Winnipeg North,2019-09-17,52.1234,-96.8765,14.7,8.0,6.8,1.25,0.072,15.3,1.9
WQ002,Lake Winnipeg South,2019-09-17,50.5432,-96.5432,17.7,7.8,7.8,1.2,0.085,5.6,3.0
WQ003,Red River - Selkirk,2019-09-17,50.1432,-96.8621,10.1,8.1,8.0,0.84,0.093,0.8,1.4
WQ004,Red River - Winnipeg,2019-09-17,49.8951,-97.1384,11.2,8.4,10.8,1.28,0.098,1.4,2.1
WQ005,Assiniboine River,2019-09-17,49.884,-97.21,10.2,8.0,8.9,1.08,0.098,2.6,1.3
WQ006,Lake Manitoba,2019-09-17,50.85,-98.79,10.0,7.6,10.0,1.1,0.101,18.4,2.1
WQ007,Shoal Lake,2019-09-17,49.67,-95.35,11.1,8.4,7.5,0.69,0.047,13.1,3.0
WQ008,Netley Marsh,2019-09-17,50.32,-96.81,13.1,8.5,8.6,0.92,0.124,21.6,2.2
WQ001,Lake Winnipeg North,2019-09-24,52.1234,-96.8765,11.3,7.6,9.1,0.97,0.079,14.1,2.3
WQ002,Lake Winnipeg South,2019-09-24,50.5432,-96.5432,15.3,8.2,7.4,0.82,0.082,7.1,2.6
WQ003,Red River - Selkirk,2019-09-24,50.1432,-96.8621,14.4,8.1,7.3,0.52,0.048,4.4,2.0
WQ004,Red River - Winnipeg,2019-09-24,49.8951,-97.1384,12.1,7.8,9.8,1.09,0.071,15.3,2.8
WQ005,Assiniboine River,2019-09-24,49.884,-97.21,9.8,8.3,5.8,0.81,0.09,16.0,2.5
WQ006,Lake Manitoba,2019-09-24,50.85,-98.79,13.4,8.5,6.2,0.96,0.071,22.7,2.8
WQ007,Shoal Lake,2019-09-24,49.67,-95.35,15.1,7.9,11.9,1.19,0.05,24.2,0.9
WQ008,Netley Marsh,2019-09-24,50.32,-96.81,11.3,8.0,7.0,1.21,0.076,13.1,3.5
WQ001,Lake Winnipeg North,2019-10-01,52.1234,-96.8765,0.7,8.5,8.8,1.24,0.088,16.5,2.3
WQ002,Lake Winnipeg South,2019-10-01,50.5432,-96.5432,1.7,8.2,9.9,0.27,0.065,0.5,3.7
WQ003,Red River - Selkirk,2019-10-01,50.1432,-96.8621,5.9,8.0,10.1,0.73,0.041,20.5,1.8
WQ004,Red River - Winnipeg,2019-10-01,49.8951,-97.1384,4.1,8.4,9.4,0.61,0.023,11.0,3.1
WQ005,Assiniboine River,2019-10-01,49.884,-97.21,4.9,7.6,10.8,0.89,0.043,0.5,2.5
WQ006,Lake Manitoba,2019-10-01,50.85,-98.79,2.3,8.1,10.1,0.7,0.068,4.7,2.9
WQ007,Shoal Lake,2019-10-01,49.67,-95.35,4.8,8.4,8.6,0.7,0.068,5.8,3.4
WQ008,Netley Marsh,2019-10-01,50.32,-96.81,5.5,8.0,11.3,0.72,0.069,14.3,3.4
WQ001,Lake Winnipeg North,2019-10-08,52.1234,-96.8765,8.6,7.6,9.2,0.72,0.042,6.9,2.2
WQ002,Lake Winnipeg South,2019-10-08,50.5432,-96.5432,6.2,8.4,10.6,0.5,0.061,8.4,2.8
WQ003,Red River - Selkirk,2019-10-08,50.1432,-96.8621,4.1,8.5,9.2,0.69,0.063,7.7,3.2
WQ004,Red River - Winnipeg,2019-10-08,49.8951,-97.1384,3.4,7.7,8.1,0.67,0.066,9.0,1.0
WQ005,Assiniboine River,2019-10-08,49.884,-97.21,5.1,8.1,8.4,1.46,0.055,9.1,4.6
WQ006,Lake Manitoba,2019-10-08,50.85,-98.79,2.8,8.0,12.2,0.41,0.051,5.2,3.3
WQ007,Shoal Lake,2019-10-08,49.67,-95.35,4.8,7.8,11.5,1.05,0.029,1.6,2.1
WQ008,Netley Marsh,2019-10-08,50.32,-96.81,1.7,8.4,9.5,0.72,0.029,3.0,3.7
WQ001,Lake Winnipeg North,2019-10-15,52.1234,-96.8765,5.5,7.6,8.5,0.99,0.04,2.2,1.8
WQ002,Lake Winnipeg South,2019-10-15,50.5432,-96.5432,1.3,8.1,9.4,1.14,0.049,0.5,3.1
WQ003,Red River - Selkirk,2019-10-15,50.1432,-96.8621,6.7,7.9,7.4,0.66,0.023,13.2,1.4
WQ004,Red River - Winnipeg,2019-10-15,49.8951,-97.1384,3.3,8.5,11.3,0.65,0.034,4.1,2.3
WQ005,Assiniboine River,2019-10-15,49.884,-97.21,7.0,8.1,8.0,1.1,0.071,3.9,3.1
WQ006,Lake Manitoba,2019-10-15,50.85,-98.79,4.1,7.7,9.9,0.46,0.037,0.5,2.8
WQ007,Shoal Lake,2019-10-15,49.67,-95.35,4.4,7.7,8.6,0.8,0.059,5.4,0.7
WQ008,Netley Marsh,2019-10-15,50.32,-96.81,6.6,8.6,12.4,0.96,0.063,1.7,2.7
WQ001,Lake Winnipeg North,2019-10-22,52.1234,-96.8765,1.7,8.1,7.9,0.98,0.043,8.8,2.6
WQ002,Lake Winnipeg South,2019-10-22,50.5432,-96.5432,3.1,8.4,8.2,0.72,0.039,8.7,2.4
WQ003,Red River - Selkirk,2019-10-22,50.1432,-96.8621,4.5,8.3,6.5,0.52,0.052,10.1,3.0
WQ004,Red River - Winnipeg,2019-10-22,49.8951,-97.1384,6.6,8.0,10.2,0.65,0.041,0.8,2.1
WQ005,Assiniboine River,2019-10-22,49.884,-97.21,3.6,7.9,10.0,0.25,0.059,5.9,2.9
WQ006,Lake Manitoba,2019-10-22,50.85,-98.79,3.1,7.9,11.5,0.75,0.09,0.5,2.3
WQ007,Shoal Lake,2019-10-22,49.67,-95.35,1.7,7.9,8.8,0.66,0.066,0.5,3.0
WQ008,Netley Marsh,2019-10-22,50.32,-96.81,1.1,8.0,12.0,0.94,0.055,8.2,3.0
WQ001,Lake Winnipeg North,2019-10-29,52.1234,-96.8765,5.3,8.5,8.4,0.78,0.063,8.7,2.9
WQ002,Lake Winnipeg South,2019-10-29,50.5432,-96.5432,6.6,7.9,8.0,1.18,0.05,2.3,2.5
WQ003,Red River - Selkirk,2019-10-29,50.1432,-96.8621,3.1,8.4,11.3,0.89,0.061,5.2,3.3
WQ004,Red River - Winnipeg,2019-10-29,49.8951,-97.1384,-0.7,7.7,9.9,0.68,0.031,8.1,1.7
WQ005,Assiniboine River,2019-10-29,49.884,-97.21,4.4,8.1,10.1,0.55,0.046,11.1,2.9
WQ006,Lake Manitoba,2019-10-29,50.85,-98.79,5.9,8.1,7.4,0.66,0.047,11.5,3.4
WQ007,Shoal Lake,2019-10-29,49.67,-95.35,4.8,7.8,10.2,0.72,0.045,0.5,2.9
WQ008,Netley Marsh,2019-10-29,50.32,-96.81,3.9,8.3,7.8,0.46,0.123,0.6,2.7
WQ001,Lake Winnipeg North,2019-11-05,52.1234,-96.8765,4.9,7.8,12.6,0.78,0.053,14.1,1.9
WQ002,Lake Winnipeg South,2019-11-05,50.5432,-96.5432,3.0,8.0,7.9,0.88,0.059,5.9,3.0
WQ003,Red River - Selkirk,2019-11-05,50.1432,-96.8621,5.7,8.2,9.6,1.17,0.036,12.0,2.3
WQ004,Red River - Winnipeg,2019-11-05,49.8951,-97.1384,5.5,8.6,6.6,0.74,0.042,13.5,2.2
WQ005,Assiniboine River,2019-11-05,49.884,-97.21,9.5,7.6,10.5,0.68,0.06,2.2,2.1
WQ006,Lake Manitoba,2019-11-05,50.85,-98.79,0.4,8.1,7.8,0.41,0.052,4.4,3.3
WQ007,Shoal Lake,2019-11-05,49.67,-95.35,1.3,8.2,10.5,0.71,0.034,4.6,3.2
WQ008,Netley Marsh,2019-11-05,50.32,-96.81,3.3,8.4,9.6,1.32,0.051,4.1,1.2
WQ001,Lake Winnipeg North,2019-11-12,52.1234,-96.8765,1.1,8.2,9.7,0.88,0.036,4.2,2.0
WQ002,Lake Winnipeg South,2019-11-12,50.5432,-96.5432,4.6,8.0,12.8,0.59,0.072,0.5,2.1
WQ003,Red River - Selkirk,2019-11-12,50.1432,-96.8621,2.3,8.5,10.7,0.84,0.055,0.5,3.6
WQ004,Red River - Winnipeg,2019-11-12,49.8951,-97.1384,6.8,8.1,10.0,0.99,0.046,4.0,2.1
WQ005,Assiniboine River,2019-11-12,49.884,-97.21,3.3,8.0,11.1,0.7,0.041,1.9,1.3
WQ006,Lake Manitoba,2019-11-12,50.85,-98.79,7.1,8.3,11.3,0.64,0.079,5.7,3.7
WQ007,Shoal Lake,2019-11-12,49.67,-95.35,4.0,8.1,9.2,0.82,0.054,12.5,3.7
WQ008,Netley Marsh,2019-11-12,50.32,-96.81,4.2,8.5,5.9,0.66,0.055,9.4,2.8
WQ001,Lake Winnipeg North,2019-11-19,52.1234,-96.8765,3.9,8.0,8.8,1.37,0.072,11.5,2.5
WQ002,Lake Winnipeg South,2019-11-19,50.5432,-96.5432,2.9,8.3,10.0,0.76,0.05,1.8,1.8
WQ003,Red River - Selkirk,2019-11-19,50.1432,-96.8621,3.5,7.7,10.9,1.05,0.035,0.5,2.8
WQ004,Red River - Winnipeg,2019-11-19,49.8951,-97.1384,4.5,8.1,8.0,0.22,0.084,3.9,2.9
WQ005,Assiniboine River,2019-11-19,49.884,-97.21,3.9,8.2,8.1,0.67,0.023,0.5,1.9
WQ006,Lake Manitoba,2019-11-19,50.85,-98.79,0.4,8.0,8.9,0.44,0.047,4.9,1.8
WQ007,Shoal Lake,2019-11-19,49.67,-95.35,8.0,8.3,11.7,0.7,0.068,8.8,1.7
WQ008,Netley Marsh,2019-11-19,50.32,-96.81,2.6,9.0,9.4,0.95,0.046,9.2,1.7
WQ001,Lake Winnipeg North,2019-11-26,52.1234,-96.8765,2.0,8.4,10.3,0.1,0.05,4.1,3.1
WQ002,Lake Winnipeg South,2019-11-26,50.5432,-96.5432,4.6,8.2,10.1,0.89,0.027,0.9,1.8
WQ003,Red River - Selkirk,2019-11-26,50.1432,-96.8621,1.3,8.3,11.6,0.98,0.038,2.3,2.1
WQ004,Red River - Winnipeg,2019-11-26,49.8951,-97.1384,6.2,8.3,12.6,0.51,0.045,0.5,1.4
WQ005,Assiniboine River,2019-11-26,49.884,-97.21,3.7,8.0,9.2,0.34,0.054,3.6,3.2
WQ006,Lake Manitoba,2019-11-26,50.85,-98.79,5.1,7.7,10.6,0.62,0.081,4.9,2.1
WQ007,Shoal Lake,2019-11-26,49.67,-95.35,3.2,7.6,11.9,1.44,0.015,3.7,2.4
WQ008,Netley Marsh,2019-11-26,50.32,-96.81,2.8,8.5,11.9,0.73,0.091,5.2,2.3
WQ001,Lake Winnipeg North,2019-12-03,52.1234,-96.8765,4.6,7.9,12.2,0.98,0.043,4.1,1.8
WQ002,Lake Winnipeg South,2019-12-03,50.5432,-96.5432,4.5,7.7,10.0,0.64,0.061,10.2,3.1
WQ003,Red River - Selkirk,2019-12-03,50.1432,-96.8621,3.8,7.9,9.6,0.8,0.06,2.2,1.7
WQ004,Red River - Winnipeg,2019-12-03,49.8951,-97.1384,4.3,8.5,12.8,1.04,0.03,12.0,1.8
WQ005,Assiniboine River,2019-12-03,49.884,-97.21,2.5,8.2,7.9,1.04,0.049,7.0,1.8
WQ006,Lake Manitoba,2019-12-03,50.85,-98.79,5.7,8.3,9.5,1.08,0.005,6.8,2.4
WQ007,Shoal Lake,2019-12-03,49.67,-95.35,2.4,8.2,10.7,0.58,0.048,4.8,2.8
WQ008,Netley Marsh,2019-12-03,50.32,-96.81,6.5,8.0,12.0,0.41,0.056,0.5,2.6
WQ001,Lake Winnipeg North,2019-12-10,52.1234,-96.8765,5.4,8.7,10.1,0.58,0.071,5.2,2.6
WQ002,Lake Winnipeg South,2019-12-10,50.5432,-96.5432,5.8,8.4,7.4,0.82,0.05,0.5,1.2
WQ003,Red River - Selkirk,2019-12-10,50.1432,-96.8621,3.9,8.0,8.9,0.76,0.043,5.1,3.8
WQ004,Red River - Winnipeg,2019-12-10,49.8951,-97.1384,3.9,8.7,11.9,1.09,0.035,3.5,1.8
WQ005,Assiniboine River,2019-12-10,49.884,-97.21,4.8,8.1,10.7,0.89,0.053,3.2,1.7
WQ006,Lake Manitoba,2019-12-10,50.85,-98.79,3.1,8.3,9.8,0.78,0.067,7.4,1.3
WQ007,Shoal Lake,2019-12-10,49.67,-95.35,3.8,7.8,9.9,0.92,0.06,13.3,2.1
WQ008,Netley Marsh,2019-12-10,50.32,-96.81,3.4,8.3,11.4,0.49,0.064,8.3,2.4
WQ001,Lake Winnipeg North,2019-12-17,52.1234,-96.8765,3.4,8.3,10.6,0.92,0.035,0.5,2.4
WQ002,Lake Winnipeg South,2019-12-17,50.5432,-96.5432,3.5,8.2,8.9,0.99,0.058,1.3,3.3
WQ003,Red River - Selkirk,2019-12-17,50.1432,-96.8621,3.3,7.9,10.4,0.8,0.032,8.1,2.5
WQ004,Red River - Winnipeg,2019-12-17,49.8951,-97.1384,2.5,7.6,10.6,0.83,0.052,11.9,0.5
WQ005,Assiniboine River,2019-12-17,49.884,-97.21,6.5,8.5,8.5,1.1,0.034,0.5,2.4
WQ006,Lake Manitoba,2019-12-17,50.85,-98.79,7.7,8.2,10.1,1.07,0.038,12.5,3.8
WQ007,Shoal Lake,2019-12-17,49.67,-95.35,4.9,7.9,11.6,0.89,0.063,10.7,2.8
WQ008,Netley Marsh,2019-12-17,50.32,-96.81,2.2,8.5,10.4,0.9,0.062,6.6,3.1
WQ001,Lake Winnipeg North,2019-12-24,52.1234,-96.8765,4.4,8.0,9.2,0.65,0.044,9.9,2.2
WQ002,Lake Winnipeg South,2019-12-24,50.5432,-96.5432,3.8,8.1,10.8,0.99,0.089,0.5,2.3
WQ003,Red River - Selkirk,2019-12-24,50.1432,-96.8621,5.1,7.6,12.6,0.77,0.034,9.9,0.7
WQ004,Red River - Winnipeg,2019-12-24,49.8951,-97.1384,4.4,7.8,10.0,0.91,0.066,7.1,4.2
WQ005,Assiniboine River,2019-12-24,49.884,-97.21,4.1,8.0,11.8,0.78,0.058,0.5,2.9
WQ006,Lake Manitoba,2019-12-24,50.85,-98.79,3.9,8.0,9.0,1.07,0.009,20.7,3.4
WQ007,Shoal Lake,2019-12-24,49.67,-95.35,4.7,8.7,10.4,0.53,0.071,0.5,3.0
WQ008,Netley Marsh,2019-12-24,50.32,-96.81,6.4,8.3,7.8,0.86,0.048,1.3,0.7
WQ001,Lake Winnipeg North,2019-12-31,52.1234,-96.8765,1.6,7.9,11.7,1.63,0.067,1.1,2.2
WQ002,Lake Winnipeg South,2019-12-31,50.5432,-96.5432,6.2,8.3,10.6,0.87,0.074,16.2,2.5
WQ003,Red River - Selkirk,2019-12-31,50.1432,-96.8621,4.3,8.3,9.3,0.14,0.06,1.3,3.6
WQ004,Red River - Winnipeg,2019-12-31,49.8951,-97.1384,4.4,8.5,8.7,1.14,0.017,9.7,2.3
WQ005,Assiniboine River,2019-12-31,49.884,-97.21,5.9,8.0,11.0,0.95,0.058,7.2,3.8
WQ006,Lake Manitoba,2019-12-31,50.85,-98.79,2.9,8.5,9.5,1.16,0.097,1.0,0.8
WQ007,Shoal Lake,2019-12-31,49.67,-95.35,4.3,7.9,9.2,0.7,0.039,12.2,3.4
WQ008,Netley Marsh,2019-12-31,50.32,-96.81,6.3,8.8,8.8,0.1,0.09,6.3,2.5
WQ001,Lake Winnipeg North,2020-01-07,52.1234,-96.8765,0.4,7.7,11.0,0.76,0.007,0.5,3.3
WQ002,Lake Winnipeg South,2020-01-07,50.5432,-96.5432,6.6,8.2,14,1.11,0.086,11.7,3.2
WQ003,Red River - Selkirk,2020-01-07,50.1432,-96.8621,1.3,7.6,8.9,0.88,0.05,6.9,2.5
WQ004,Red River - Winnipeg,2020-01-07,49.8951,-97.1384,5.0,8.4,10.0,0.71,0.005,9.4,1.9
WQ005,Assiniboine River,2020-01-07,49.884,-97.21,2.2,8.4,11.4,1.0,0.069,0.5,2.3
WQ006,Lake Manitoba,2020-01-07,50.85,-98.79,2.9,8.6,11.3,0.73,0.067,6.9,2.4
WQ007,Shoal Lake,2020-01-07,49.67,-95.35,4.9,8.4,9.8,0.42,0.057,3.7,1.6
WQ008,Netley Marsh,2020-01-07,50.32,-96.81,2.5,8.0,10.0,0.97,0.046,7.2,2.2
WQ001,Lake Winnipeg North,2020-01-14,52.1234,-96.8765,5.1,8.2,10.9,1.23,0.044,0.5,2.4
WQ002,Lake Winnipeg South,2020-01-14,50.5432,-96.5432,5.6,8.1,10.5,0.28,0.033,7.7,3.1
WQ003,Red River - Selkirk,2020-01-14,50.1432,-96.8621,2.5,8.2,8.9,0.45,0.051,6.1,2.8
WQ004,Red River - Winnipeg,2020-01-14,49.8951,-97.1384,5.5,8.6,11.4,0.69,0.069,0.5,2.6
WQ005,Assiniboine River,2020-01-14,49.884,-97.21,6.1,8.3,11.2,1.37,0.035,9.0,2.4
WQ006,Lake Manitoba,2020-01-14,50.85,-98.79,6.2,8.1,11.2,1.26,0.063,4.0,2.2
WQ007,Shoal Lake,2020-01-14,49.67,-95.35,2.6,8.4,12.0,0.73,0.014,1.8,2.8
WQ008,Netley Marsh,2020-01-14,50.32,-96.81,2.1,7.5,9.3,0.19,0.057,3.0,2.5
WQ001,Lake Winnipeg North,2020-01-21,52.1234,-96.8765,6.6,7.8,6.8,0.79,0.059,0.5,2.2
WQ002,Lake Winnipeg South,2020-01-21,50.5432,-96.5432,3.3,8.1,9.1,1.6,0.045,5.9,2.1
WQ003,Red River - Selkirk,2020-01-21,50.1432,-96.8621,-1,8.5,5.3,1.21,0.024,0.5,2.4
WQ004,Red River - Winnipeg,2020-01-21,49.8951,-97.1384,8.4,8.2,9.7,0.57,0.063,3.1,3.1
WQ005,Assiniboine River,2020-01-21,49.884,-97.21,0.1,8.3,10.5,0.39,0.029,4.3,2.1
WQ006,Lake Manitoba,2020-01-21,50.85,-98.79,4.6,7.7,8.7,1.43,0.033,2.9,2.4
WQ007,Shoal Lake,2020-01-21,49.67,-95.35,3.4,8.5,9.1,1.06,0.033,8.9,2.3
WQ008,Netley Marsh,2020-01-21,50.32,-96.81,3.7,8.1,10.8,0.44,0.031,15.2,2.9
WQ001,Lake Winnipeg North,2020-01-28,52.1234,-96.8765,3.3,8.3,9.9,0.12,0.053,4.4,2.8
WQ002,Lake Winnipeg South,2020-01-28,50.5432,-96.5432,2.5,8.0,11.7,0.75,0.041,6.8,2.2
WQ003,Red River - Selkirk,2020-01-28,50.1432,-96.8621,6.1,8.0,10.5,0.59,0.025,8.6,2.7
WQ004,Red River - Winnipeg,2020-01-28,49.8951,-97.1384,5.3,8.3,7.8,0.84,0.01,7.6,1.6
WQ005,Assiniboine River,2020-01-28,49.884,-97.21,4.9,8.3,9.2,0.79,0.074,0.5,3.0
WQ006,Lake Manitoba,2020-01-28,50.85,-98.79,4.2,8.4,7.5,0.8,0.072,11.8,1.9
WQ007,Shoal Lake,2020-01-28,49.67,-95.35,3.4,8.7,7.9,0.79,0.054,5.9,1.8
WQ008,Netley Marsh,2020-01-28,50.32,-96.81,5.9,8.4,12.7,0.56,0.04,10.5,4.0
WQ001,Lake Winnipeg North,2020-02-04,52.1234,-96.8765,4.0,7.6,9.7,1.09,0.064,10.6,4.0
WQ002,Lake Winnipeg South,2020-02-04,50.5432,-96.5432,3.1,7.8,8.2,0.76,0.07,13.6,2.7
WQ003,Red River - Selkirk,2020-02-04,50.1432,-96.8621,4.0,8.1,11.8,0.57,0.048,4.6,2.5
WQ004,Red River - Winnipeg,2020-02-04,49.8951,-97.1384,7.6,7.8,13.7,0.6,0.034,1.7,3.0
WQ005,Assiniboine River,2020-02-04,49.884,-97.21,4.0,8.4,8.8,0.3,0.043,6.4,1.3
WQ006,Lake Manitoba,2020-02-04,50.85,-98.79,3.8,8.3,8.8,0.55,0.028,4.3,2.9
WQ007,Shoal Lake,2020-02-04,49.67,-95.35,9.5,8.4,8.1,0.34,0.048,12.9,3.0
WQ008,Netley Marsh,2020-02-04,50.32,-96.81,2.9,8.4,12.1,1.24,0.029,7.2,1.5
WQ001,Lake Winnipeg North,2020-02-11,52.1234,-96.8765,2.4,7.7,9.6,0.37,0.065,4.9,1.8
